Dialogue Act,Emitter,Text
Refusal,raefbrisbin,all i have is sheep
Refusal,zorburt,same same
Other,raefbrisbin,ok cool. ok cool.
Other,gramos,has a 9 been rolled??
Counteroffer,raefbrisbin,"I'll take a sheep, I can give brick"
Counteroffer,gramos,i can give 1-4
Counteroffer,zorburt,have you any wood as well? have you any wood as well?
Refusal,zorburt,i have NO wood.
Offer,gramos,i'd like wood.
"Counteroffer, Accept",zorburt,"Ok, 1 brick for 1 sheep"
Offer,zorburt,i'll give you a sheep for a brick.
"Accept, Other",zorburt,cool thanks.
Other,catanstrophe,"sorry raef, i didn't understand what you were saying?"
Offer,gramos,anyone have brick? i can give sheep
Refusal,raefbrisbin,"alas, no"
"Refusal, Other",zorburt,"sorry, you're basically at 7 points"
"Refusal, Other",catanstrophe,no sorry.
Offer,gramos,anyne have wheat? i will give a wood
Refusal,zorburt,I need the 1 I have
"Refusal, Other",zorburt,no sorry
Other,gramos,what!? baaaah.
Other,raefbrisbin,Ouch!
Other,gramos,what?
Other,gramos,"ya know, I coulda just traded you that outright"
Other,zorburt,instead of slaughtering all my poor innocent sheep!
Other,gramos,and mine.
Other,raefbrisbin,you're all welcome.
Other,zorburt,never had a 9
Other,zorburt,LOL
Other,catanstrophe,yeah it came up once waaay early in the game.
Other,gramos,yeah then the robber was on it and then nada since
Offer,catanstrophe,does anyone need an ore? I could wood or *ahem* sheep
Counteroffer,raefbrisbin,i'll trade a sheep for an ore
Other,raefbrisbin,?
Counteroffer,catanstrophe,I'll give 2
Counteroffer,gramos,two ore for one sheep?
Refusal,catanstrophe,I have only 1 ore
Accept,raefbrisbin,oh one for one is fine
Counteroffer,catanstrophe,2 sheep for an ore 2 sheep for an ore
Counteroffer,gramos,or i can go 2 as well or i can go 2 as well
Other,raefbrisbin,whom to trade with... whom to trade with...
Other,zorburt,seriously?
Other,raefbrisbin,"raef, catanstrophe is practically winning"
Other,gramos,the guy with 2 knights
Other,zorburt,"yes, yes, I know"
Other,raefbrisbin,LOL
Other,zorburt,wasn't sure
Other,gramos,motherFer
Other,raefbrisbin,so friggin glad to have hte Robber back
Other,zorburt,"watch out, my ore domination is back..."
Offer,zorburt,does anyone have brick or wood to trade with me?
Offer,gramos,i have wheat and ... sheep.
Refusal,raefbrisbin,no
Other,zorburt,maybe if a 9 was rolled
Other,gramos,there's your 9 raef.
Other,raefbrisbin,you're welcome
Other,gramos,"ha, helps catanstrophe more now"
Other,raefbrisbin,another 9! and my first wheat of the game.
Offer,zorburt,anyone want brick?
Accept,raefbrisbin,yes.
Offer,zorburt,a wood? a wood?
Counteroffer,zorburt,i have wheat to give tho.
"Refusal, Other",raefbrisbin,no sorry.
Other,zorburt,just wheat? just wheat?
Other,raefbrisbin,ya
"Counteroffer, Accept",zorburt,"ok, 1:1 ?"
Accept,raefbrisbin,ok.
Other,raefbrisbin,so may sheep
Other,catanstrophe,many
Offer,zorburt,anyone have ore?
Refusal,gramos,no sorry one.
Refusal,zorburt,nope.
Other,catanstrophe,i'm dying for an 8.
Other,zorburt,darn ok darn ok
Offer,zorburt,raef you wanna trade some ore?
Other,raefbrisbin,actually nevermind.
"Refusal, Other",catanstrophe,probably shouldn't as I have 8
Other,raefbrisbin,yeah this game is getting a bit too close
Other,zorburt,people trade too easily
Other,raefbrisbin,yeah i don't have the real life cues to stop me.
Other,gramos,shouldn't trade with me
Other,raefbrisbin,"zorburt's right: the UI is making me lose the ""feel"" of this game"
Other,raefbrisbin,"ya, resulted in a lot of 1:1 trading"
Other,zorburt,let's hope he didn't get a knight or its over
Other,gramos,and that gramos managed to build the highway to hell with no one stopping him.
Other,catanstrophe,"yeah, but then the dice turned on me..."
Other,raefbrisbin,well raef has picked up like 10 ore in the last go-around
Other,gramos,gone
Other,zorburt,"ooo, hello ore..."
Other,gramos,argh!
Other,catanstrophe,"The mouse tips says my 6 points are ""close to winning"". Yay!"
Other,zorburt,where are the mouse tips?
Other,gramos,lol
Other,gramos,just mouse over your 9 points
Other,raefbrisbin,"I guess you're ""close"" to winning, too!"
Other,gramos,they all say close to winning they all say close to winning
Other,gramos,don't bust my bubble
Other,zorburt,"it says I'm close, then I""m close."
Other,gramos,haha
Other,zorburt,"ummm, no."
Other,raefbrisbin,really?
Other,gramos,did I just get robbered?
Other,zorburt,"I have time, sorry. I was making a joke that there's no way for ME to win."
Other,raefbrisbin,ADDTIME
Other,gramos,why would you robber just my ore when someone has 9?
Other,raefbrisbin,"it's the principle of it, I'll guess"
Other,gramos,okey dokey
Other,raefbrisbin,"when in doubt, build a road"
Other,gramos,I think your road is safe
Offer,gramos,"hey, anyone need sheep?"
Offer,zorburt,I could use some wood
Refusal,gramos,no
Other,gramos,the robber is restless
Other,zorburt,ugh
Other,catanstrophe,i figured 6 comes up more than 9?
Other,gramos,"ok zorburt has 8, potentally 9"
Other,catanstrophe,allright
Other,raefbrisbin,damn
Other,zorburt,gg
Other,gramos,good game thanks guys.
Other,catanstrophe,"nice game, catanstrophe"
Other,catanstrophe,later later later later
Other,zorburt,that game was a nailbiter
Other,Ghettoette,excellent!
Other,gramos,hey everyone
Other,catanstrophe,Sorry I'm late
Other,zorburt,hello! hello! hello!
Other,gramos,np. did the wheat colour load properly for everyone? did the wheat colour load properly for everyone? did the wheat colour load properly for everyone? did the wheat colour load properly for everyone?
Other,zorburt,it looks golden and wheaty from here
Other,catanstrophe,ok just mine then.
Other,Ghettoette,damn those were some awesome spots
Other,catanstrophe,"same here, same here, but last time my bricks looked wierd"
Other,gramos,"sorry, sorry, sorry, this is tough"
Other,zorburt,oh great
Other,Ghettoette,i hate when it rolls a 7 right away.
Other,zorburt,"sorry, best place left"
Other,catanstrophe,lol lol
Offer,catanstrophe,does anyone have wood?
Offer,gramos,will give brick
Refusal,zorburt,sorry no
Refusal,Ghettoette,no
Refusal,gramos,nope
Offer,zorburt,anyone want to give a wheat?
Refusal,Ghettoette,no
Refusal,catanstrophe,nope
Accept,catanstrophe,i can
Counteroffer,gramos,i want wood though
Other,Ghettoette,"yeah, I know..."
Offer,gramos,anyone want to give me wood for brick?
Refusal,gramos,none in stock
Other,gramos,5 again!
Other,zorburt,"great, NOW I get the wood"
"Offer, Other",Ghettoette,"LOL i was going to say, i'll give someone a wood for a brick."
Accept,catanstrophe,i'll do that
Accept,zorburt,i can do it too i can do it too
Other,catanstrophe,sorry ghettoette got there first.
Other,catanstrophe,yeah no worries
Offer,gramos,well if you wanted to do the trade again..
Other,catanstrophe,yay 5
Offer,gramos,i'll trade you a brick for a wood gramos
Accept,catanstrophe,deal
Offer,zorburt,does anyone have sheep?
Accept,gramos,what do you have to trade?
Refusal,catanstrophe,not to spare
Other,zorburt,brick
Accept,gramos,yeah ok.
Other,zorburt,*sigh*
Offer,Ghettoette,does anyoen have wheat to trade?
Accept,gramos,for a sheep
"Refusal, Other",zorburt,"none, sorry"
"Counteroffer, Refusal",Ghettoette,i don't have sheep... what about a wood or a brick?
"Refusal, Other",zorburt,"nah, sorry"
Other,gramos,a lot of 7s coming up this game.
Other,zorburt,"and 5's, I've noticed"
Other,gramos,damnit if only i built my city at the 4. ahwell.
Offer,catanstrophe,I could use wood if anyone has to spare
Accept,catanstrophe,i will trade
Counteroffer,gramos,i want grain
Accept,zorburt,ok
Other,catanstrophe,no sheep on the board eh?
Other,zorburt,nope
Counteroffer,Ghettoette,does anyone want to give me a wheat and i give a wood?
Accept,zorburt,yes
Other,Ghettoette,thanks.
Other,catanstrophe,sure thing
Other,gramos,man that robber onthe 5
"Accept, Other",gramos,"yep, I put him there. Didn't think he'd stay THAT long."
Offer,zorburt,anyone need ore?
Other,Ghettoette,haha i knew i was going to roll that.
Other,gramos,"so, still no sheep to trade?"
"Refusal, Other",zorburt,"No, sorry."
Refusal,catanstrophe,no
Refusal,catanstrophe,no
Counteroffer,gramos,i will trade an ore for a wheat
Other,gramos,"ok, sounds good."
Other,gramos,"strange, I only get a Reject button"
Offer,catanstrophe,I have an ore
"Offer, Other",catanstrophe,wait i give an ore
Offer,catanstrophe,you give me a wheat
Other,gramos,uhh what is going on
Other,gramos,got it reversed.
Offer,catanstrophe,I have ore not wheat
Other,catanstrophe,oh darn
Counteroffer,gramos,anyone else?
Other,catanstrophe,sorry bout that
Other,zorburt,no prob
Refusal,catanstrophe,no
Other,Ghettoette,ghettoette
Refusal,catanstrophe,nope
Other,gramos,?
Other,catanstrophe,"nowhere else to put him, really"
Offer,gramos,does anyone have wheat?
Refusal,Ghettoette,only one that I need
Refusal,catanstrophe,no
Offer,Ghettoette,how about brick?
Offer,catanstrophe,for a sheep
Counteroffer,gramos,for an ore?
Offer,gramos,I can spare a brick
Counteroffer,gramos,for sheep
Other,catanstrophe,in return
Refusal,catanstrophe,i dont have any sheep
Offer,catanstrophe,i could do an ore or a wood
Counteroffer,zorburt,for a brick
Other,catanstrophe,sheep is pretty rare right now.
Other,catanstrophe,yeah and wheat
Other,catanstrophe,what a board!
Other,zorburt,;)
Other,gramos,lol
Accept,catanstrophe,"ok, I""ll take wood in exchange for your brick"
Other,catanstrophe,wait
Other,gramos,"you want wood, and can give brick? you want wood, and can give brick?"
Other,zorburt,yep yep
Offer,Ghettoette,does anyone want to give me a brick or wheat? i'll give you a sheep
"Accept, Other",zorburt,"yes, brick"
Other,gramos,excellent.
Other,catanstrophe,ok that was stupid
Offer,Ghettoette,does anyone have wheat?
"Counteroffer, Accept",catanstrophe,"yes, for ore"
Accept,zorburt,ok deal
Other,Ghettoette,damnit ;)
Offer,zorburt,anyone want to give a sheep?
Other,Ghettoette,for?
Offer,zorburt,brick or wheat
Accept,Ghettoette,i'm ok.
Accept,catanstrophe,ok
Offer,catanstrophe,i have a sheep
Other,gramos,oh wait
Other,zorburt,was that our first 2?
Other,zorburt,this game yeah!
Offer,zorburt,does anyone want to give me an ore?
Other,gramos,i have sheep.
Other,Ghettoette,I've had one the whole game and it's gone now
Refusal,zorburt,sorry
Other,zorburt,you get 3 clays!?
Other,Ghettoette,wow.
"Offer, Other",catanstrophe,"now that a 9 is finally rolled, anyone want to trade a sheep?"
Accept,zorburt,yes
Accept,catanstrophe,yes.
Offer,catanstrophe,i want graom
Other,Ghettoette,grain
Accept,gramos,ok
Offer,gramos,I would love some ore
Other,gramos,you probably could have guessed that
Offer,catanstrophe,I can trade clay and wood
Other,zorburt,yeah you also have 8 pts
Other,zorburt,for someone with 8 points!?
Other,gramos,hahaha
Other,zorburt,"well, it's worth asking..."
Other,Ghettoette,the only place worth robbering gramos was 11 and that doesn't come up enough..
Other,Ghettoette,"i know, i saw that"
Other,zorburt,i figured my wheat factory was a target
Other,catanstrophe,that or catanstrophe's brick magnet.
Other,catanstrophe,strangely ther 9 has come up like once
Other,gramos,that was one of those start moves that never panned out like i hoped :0
Other,catanstrophe,Does the game log the dice rolled each turn? I'd like to see it.
Other,catanstrophe,yeah i would to
Other,zorburt,o
Other,zorburt,lol. yeah your 2 for 1 is key.
Other,catanstrophe,yeah i think it logs everything.
Other,gramos,it would be aweome if i got to use it a lot :)
Other,catanstrophe,"catanstrophe, didn't that happen to you last game, too?"
Other,gramos,hmm can't remember
"Offer, Other",zorburt,"ok, now that I""m not the only one with 8 points, can anyone spare wood or ore?"
"Refusal, Other",Ghettoette,lol no
Refusal,gramos,nope
Other,zorburt,allrighty allrighty
Offer,Ghettoette,"ghettoette, do you have any wheat you want to pass along my way?"
Offer,zorburt,for a sheep?
Counteroffer,Ghettoette,for a brick and a wood?
Other,zorburt,don't have wood
"Offer, Other",zorburt,no as in i give you a brick and a wood.
Offer,Ghettoette,you give me a wheat.
"Accept, Other",gramos,"oh yeah ... yes, that works"
Other,zorburt,I feel neglected over here. I feel neglected over here.
Other,gramos,lol you also have 8 points
Other,gramos,DOn't have me because (my points) are beautiful
Other,catanstrophe,"that was HATE, btw, not HAVE"
Other,gramos,i think we are all pretty close
Other,gramos,"that's the truth, in fact"
Other,zorburt,"I""ve hit hte Catan wall"
Other,zorburt,haha yay!
Other,zorburt,ADDTIME
Other,Ghettoette,i'm hte only one who did't have to discard. sorry guys.
Other,gramos,well that trade backfired
Other,zorburt,ouch
Other,catanstrophe,damnit. and catanstrophe i think has a vic point...
Other,catanstrophe,no i dont
Other,gramos,soldier
Other,gramos,sure you do *wink*
Other,gramos,makin good use of that port
"Offer, Other",zorburt,"I""ve got wood I'll trade to you"
Other,gramos,good game.
Other,gramos,"whoa, dev card came through"
Other,Ghettoette,"thanks, guys"
Other,catanstrophe,good game everyone good game everyone
Other,catanstrophe,congrats
Other,gramos,when is the next one
Other,catanstrophe,I dunno
Other,Ghettoette,we each play four right
Other,catanstrophe,yes
Other,gramos,ok well ok well we can discuss over email
Other,catanstrophe,"yep, sounds good. ttyl"
Other,catanstrophe,bye bye bye
Other,gramos,man this is not a board to go last in
Other,raefbrisbin,Heck I'm second and I'm feeling the pinch
Other,raefbrisbin,"crap, I had to answer the door and didn't think long enough"
Other,gramos,am I connected?
Other,Ghettoette,as far as i can tell
Other,catanstrophe,looks like it
Other,raefbrisbin,yeah i am trying to figure out where to go i am trying to figure out where to go
Other,gramos,no worries. no worries. just checking. Last time it only told me I was disconnected when I tried to type
Other,raefbrisbin,"you're secretly trying to distract catanstrophe, admit it."
Other,raefbrisbin,mind games mind games
Other,gramos,like using my real name as a handle
Other,raefbrisbin,:) :)
Other,gramos,wow
Other,raefbrisbin,some nice desert-front property if you want. cheap.
Other,Ghettoette,jesus
Other,raefbrisbin,aw crap crap
Other,raefbrisbin,sorry
Other,Ghettoette,Seemed like most important resource
Other,raefbrisbin,ha no worries
Other,gramos,was going with the 9 wheat. but f wheat
Other,catanstrophe,that's the spirit
Offer,gramos,does anyone have any ore?
Refusal,gramos,no
Refusal,Ghettoette,none none
Refusal,raefbrisbin,nope
Other,Ghettoette,lol lol lol
Other,gramos,d'oh!
Other,gramos,ohgood
Offer,raefbrisbin,I would like some ore. I would like some ore. I can offer wheat...
Other,raefbrisbin,"ouch, twice robbered"
Other,raefbrisbin,thrice
Other,gramos,omg
Other,Ghettoette,rough game...
Offer,raefbrisbin,anyone want to give me wood for brick or wheat?
Refusal,gramos,lol
"Refusal, Other",catanstrophe,"none to give, alas"
Offer,catanstrophe,i will 1 sheep for 1 wheat
Offer,gramos,i will give 1 sheep...
Accept,gramos,"ok, I'll take that"
Other,gramos,"great, more sheep"
Offer,gramos,anyone have ore?
Other,raefbrisbin,I can be generous with sheep or wheat
Other,catanstrophe,even when I block the 8!
Offer,raefbrisbin,does anyone have wheat?
Accept,catanstrophe,ya
Offer,gramos,i can give you a sheep
Accept,gramos,i have lots
Other,raefbrisbin,I don[t need sheep though
Other,catanstrophe,don't need sheep
Counteroffer,gramos,wood?
Accept,gramos,"yes, give me wood and I'll give you wheat"
